date,visitors,year,month,day,day_of_week,is_weekend
2020-06-26,68,2020,6,26,금,False
2020-06-27,0,2020,6,27,토,True
2020-06-28,0,2020,6,28,일,True
2020-06-29,50,2020,6,29,월,False
2020-06-30,110,2020,6,30,화,False
2020-07-01,29,2020,7,1,수,False
2020-07-02,0,2020,7,2,목,False
2020-07-03,21,2020,7,3,금,False
2020-07-04,0,2020,7,4,토,True
2020-07-05,0,2020,7,5,일,True
2020-07-06,0,2020,7,6,월,False
2020-07-07,72,2020,7,7,화,False
2020-07-08,58,2020,7,8,수,False
2020-07-09,0,2020,7,9,목,False
2020-07-10,0,2020,7,10,금,False
2020-07-11,0,2020,7,11,토,True
2020-07-12,0,2020,7,12,일,True
2020-07-13,0,2020,7,13,월,False
2020-07-14,17,2020,7,14,화,False
2020-07-15,39,2020,7,15,수,False
2020-07-16,112,2020,7,16,목,False
2020-07-17,0,2020,7,17,금,False
2020-07-18,0,2020,7,18,토,True
2020-07-19,0,2020,7,19,일,True
2020-07-20,100,2020,7,20,월,False
2020-07-21,22,2020,7,21,화,False
2020-07-22,3901,2020,7,22,수,False
2020-07-23,3259,2020,7,23,목,False
2020-07-24,3325,2020,7,24,금,False
2020-07-25,5988,2020,7,25,토,True
2020-07-26,4889,2020,7,26,일,True
2020-07-27,3627,2020,7,27,월,False
2020-07-28,3812,2020,7,28,화,False
2020-07-29,5118,2020,7,29,수,False
2020-07-30,3357,2020,7,30,목,False
2020-07-31,4769,2020,7,31,금,False
2020-08-01,6703,2020,8,1,토,True
2020-08-02,5319,2020,8,2,일,True
2020-08-03,4183,2020,8,3,월,False
2020-08-04,4815,2020,8,4,화,False
2020-08-05,6094,2020,8,5,수,False
2020-08-06,4207,2020,8,6,목,False
2020-08-07,5389,2020,8,7,금,False
2020-08-08,6766,2020,8,8,토,True
2020-08-09,4836,2020,8,9,일,True
2020-08-10,4897,2020,8,10,월,False
2020-08-11,5576,2020,8,11,화,False
2020-08-12,9561,2020,8,12,수,False
2020-08-13,9161,2020,8,13,목,False
2020-08-14,5414,2020,8,14,금,False
2020-08-15,12838,2020,8,15,토,True
2020-08-16,0,2020,8,16,일,True
2020-08-17,0,2020,8,17,월,False
2020-08-18,0,2020,8,18,화,False
2020-08-19,48,2020,8,19,수,False
2020-08-20,0,2020,8,20,목,False
2020-08-21,38,2020,8,21,금,False
2020-08-22,0,2020,8,22,토,True
2020-08-23,54,2020,8,23,일,True
2020-08-24,0,2020,8,24,월,False
2020-08-25,100,2020,8,25,화,False
2020-08-26,239,2020,8,26,수,False
2020-08-27,15,2020,8,27,목,False
2020-08-28,30,2020,8,28,금,False
2020-08-29,0,2020,8,29,토,True
2020-08-30,27,2020,8,30,일,True
2020-08-31,0,2020,8,31,월,False
2020-09-01,30,2020,9,1,화,False
2020-09-02,27,2020,9,2,수,False
2020-09-03,171,2020,9,3,목,False
2020-09-04,40,2020,9,4,금,False
2020-09-05,0,2020,9,5,토,True
2020-09-06,30,2020,9,6,일,True
2020-09-07,99,2020,9,7,월,False
2020-09-08,161,2020,9,8,화,False
2020-09-09,63,2020,9,9,수,False
2020-09-10,199,2020,9,10,목,False
2020-09-11,140,2020,9,11,금,False
2020-09-12,0,2020,9,12,토,True
2020-09-13,27,2020,9,13,일,True
2020-09-14,753,2020,9,14,월,False
2020-09-15,210,2020,9,15,화,False
2020-09-16,425,2020,9,16,수,False
2020-09-17,387,2020,9,17,목,False
2020-09-18,141,2020,9,18,금,False
2020-09-19,0,2020,9,19,토,True
2020-09-20,24,2020,9,20,일,True
2020-09-21,323,2020,9,21,월,False
2020-09-22,142,2020,9,22,화,False
2020-09-23,693,2020,9,23,수,False
2020-09-24,395,2020,9,24,목,False
2020-09-25,104,2020,9,25,금,False
2020-09-26,0,2020,9,26,토,True
2020-09-27,0,2020,9,27,일,True
2020-09-28,1669,2020,9,28,월,False
2020-09-29,2075,2020,9,29,화,False
2020-09-30,4756,2020,9,30,수,False
2020-10-01,0,2020,10,1,목,False
2020-10-02,4813,2020,10,2,금,False
2020-10-03,5614,2020,10,3,토,True
2020-10-04,4086,2020,10,4,일,True
2020-10-05,1906,2020,10,5,월,False
2020-10-06,2314,2020,10,6,화,False
2020-10-07,3434,2020,10,7,수,False
2020-10-08,3181,2020,10,8,목,False
2020-10-09,5190,2020,10,9,금,False
2020-10-10,5498,2020,10,10,토,True
2020-10-11,4263,2020,10,11,일,True
2020-10-12,1284,2020,10,12,월,False
2020-10-13,1203,2020,10,13,화,False
2020-10-14,1691,2020,10,14,수,False
2020-10-15,1807,2020,10,15,목,False
2020-10-16,1580,2020,10,16,금,False
2020-10-17,4153,2020,10,17,토,True
2020-10-18,3628,2020,10,18,일,True
2020-10-19,1671,2020,10,19,월,False
2020-10-20,1546,2020,10,20,화,False
2020-10-21,2548,2020,10,21,수,False
2020-10-22,1913,2020,10,22,목,False
2020-10-23,2022,2020,10,23,금,False
2020-10-24,4318,2020,10,24,토,True
2020-10-25,4027,2020,10,25,일,True
2020-10-26,3091,2020,10,26,월,False
2020-10-27,1595,2020,10,27,화,False
2020-10-28,2631,2020,10,28,수,False
2020-10-29,1906,2020,10,29,목,False
2020-10-30,1993,2020,10,30,금,False
2020-10-31,4936,2020,10,31,토,True
2020-11-01,4109,2020,11,1,일,True
2020-11-02,2048,2020,11,2,월,False
2020-11-03,1634,2020,11,3,화,False
2020-11-04,3432,2020,11,4,수,False
2020-11-05,2156,2020,11,5,목,False
2020-11-06,3430,2020,11,6,금,False
2020-11-07,5950,2020,11,7,토,True
2020-11-08,5606,2020,11,8,일,True
2020-11-09,2747,2020,11,9,월,False
2020-11-10,1599,2020,11,10,화,False
2020-11-11,2130,2020,11,11,수,False
2020-11-12,1931,2020,11,12,목,False
2020-11-13,2145,2020,11,13,금,False
2020-11-14,5179,2020,11,14,토,True
2020-11-15,4180,2020,11,15,일,True
2020-11-16,2507,2020,11,16,월,False
2020-11-17,1685,2020,11,17,화,False
2020-11-18,1744,2020,11,18,수,False
2020-11-19,1583,2020,11,19,목,False
2020-11-20,1625,2020,11,20,금,False
2020-11-21,3577,2020,11,21,토,True
2020-11-22,3132,2020,11,22,일,True
2020-11-23,2414,2020,11,23,월,False
2020-11-24,1407,2020,11,24,화,False
2020-11-25,1682,2020,11,25,수,False
2020-11-26,1605,2020,11,26,목,False
2020-11-27,1651,2020,11,27,금,False
2020-11-28,2697,2020,11,28,토,True
2020-11-29,2720,2020,11,29,일,True
2020-11-30,1688,2020,11,30,월,False
2020-12-01,1207,2020,12,1,화,False
2020-12-02,1601,2020,12,2,수,False
2020-12-03,1410,2020,12,3,목,False
2020-12-04,1668,2020,12,4,금,False
2020-12-05,2026,2020,12,5,토,True
2020-12-06,2005,2020,12,6,일,True
2020-12-07,1440,2020,12,7,월,False
2020-12-08,18,2020,12,8,화,False
2020-12-09,206,2020,12,9,수,False
2020-12-10,24,2020,12,10,목,False
2020-12-11,38,2020,12,11,금,False
2020-12-12,0,2020,12,12,토,True
2020-12-13,0,2020,12,13,일,True
2020-12-14,16,2020,12,14,월,False
2020-12-15,36,2020,12,15,화,False
2020-12-16,45,2020,12,16,수,False
2020-12-17,78,2020,12,17,목,False
2020-12-18,67,2020,12,18,금,False
2020-12-19,0,2020,12,19,토,True
2020-12-20,0,2020,12,20,일,True
2020-12-21,0,2020,12,21,월,False
2020-12-22,0,2020,12,22,화,False
2020-12-23,56,2020,12,23,수,False
2020-12-24,0,2020,12,24,목,False
2020-12-25,0,2020,12,25,금,False
2020-12-26,0,2020,12,26,토,True
2020-12-27,0,2020,12,27,일,True
2020-12-28,0,2020,12,28,월,False
2020-12-29,0,2020,12,29,화,False
2020-12-30,0,2020,12,30,수,False
2020-12-31,0,2020,12,31,목,False
2021-01-01,0,2021,1,1,금,False
2021-01-02,0,2021,1,2,토,True
2021-01-03,0,2021,1,3,일,True
2021-01-04,0,2021,1,4,월,False
2021-01-05,0,2021,1,5,화,False
2021-01-06,0,2021,1,6,수,False
2021-01-07,0,2021,1,7,목,False
2021-01-08,0,2021,1,8,금,False
2021-01-09,0,2021,1,9,토,True
2021-01-10,0,2021,1,10,일,True
2021-01-11,98,2021,1,11,월,False
2021-01-12,65,2021,1,12,화,False
2021-01-13,206,2021,1,13,수,False
2021-01-14,75,2021,1,14,목,False
2021-01-15,59,2021,1,15,금,False
2021-01-16,0,2021,1,16,토,True
2021-01-17,0,2021,1,17,일,True
2021-01-18,56,2021,1,18,월,False
2021-01-19,1762,2021,1,19,화,False
2021-01-20,2059,2021,1,20,수,False
2021-01-21,1742,2021,1,21,목,False
2021-01-22,1891,2021,1,22,금,False
2021-01-23,5059,2021,1,23,토,True
2021-01-24,4065,2021,1,24,일,True
2021-01-25,1782,2021,1,25,월,False
2021-01-26,2120,2021,1,26,화,False
2021-01-27,2702,2021,1,27,수,False
2021-01-28,1394,2021,1,28,목,False
2021-01-29,2046,2021,1,29,금,False
2021-01-30,4673,2021,1,30,토,True
2021-01-31,4359,2021,1,31,일,True
2021-02-01,1655,2021,2,1,월,False
2021-02-02,1788,2021,2,2,화,False
2021-02-03,2003,2021,2,3,수,False
2021-02-04,1715,2021,2,4,목,False
2021-02-05,2398,2021,2,5,금,False
2021-02-06,4943,2021,2,6,토,True
2021-02-07,4442,2021,2,7,일,True
2021-02-08,1775,2021,2,8,월,False
2021-02-09,2085,2021,2,9,화,False
2021-02-10,3131,2021,2,10,수,False
2021-02-11,4831,2021,2,11,목,False
2021-02-12,0,2021,2,12,금,False
2021-02-13,6014,2021,2,13,토,True
2021-02-14,4443,2021,2,14,일,True
2021-02-15,2028,2021,2,15,월,False
2021-02-16,2117,2021,2,16,화,False
2021-02-17,2166,2021,2,17,수,False
2021-02-18,2049,2021,2,18,목,False
2021-02-19,2689,2021,2,19,금,False
2021-02-20,5275,2021,2,20,토,True
2021-02-21,4758,2021,2,21,일,True
2021-02-22,2051,2021,2,22,월,False
2021-02-23,2738,2021,2,23,화,False
2021-02-24,3207,2021,2,24,수,False
2021-02-25,2650,2021,2,25,목,False
2021-02-26,2731,2021,2,26,금,False
2021-02-27,5347,2021,2,27,토,True
2021-02-28,4632,2021,2,28,일,True
2021-03-01,4286,2021,3,1,월,False
2021-03-02,1590,2021,3,2,화,False
2021-03-03,1888,2021,3,3,수,False
2021-03-04,1313,2021,3,4,목,False
2021-03-05,1561,2021,3,5,금,False
2021-03-06,4599,2021,3,6,토,True
2021-03-07,4307,2021,3,7,일,True
2021-03-08,1446,2021,3,8,월,False
2021-03-09,1442,2021,3,9,화,False
2021-03-10,1802,2021,3,10,수,False
2021-03-11,1329,2021,3,11,목,False
2021-03-12,1652,2021,3,12,금,False
2021-03-13,4584,2021,3,13,토,True
2021-03-14,4204,2021,3,14,일,True
2021-03-15,1261,2021,3,15,월,False
2021-03-16,1348,2021,3,16,화,False
2021-03-17,1840,2021,3,17,수,False
2021-03-18,1543,2021,3,18,목,False
2021-03-19,2032,2021,3,19,금,False
2021-03-20,4829,2021,3,20,토,True
2021-03-21,4332,2021,3,21,일,True
2021-03-22,1363,2021,3,22,월,False
2021-03-23,1672,2021,3,23,화,False
2021-03-24,1966,2021,3,24,수,False
2021-03-25,1826,2021,3,25,목,False
2021-03-26,2070,2021,3,26,금,False
2021-03-27,5171,2021,3,27,토,True
2021-03-28,4245,2021,3,28,일,True
2021-03-29,1853,2021,3,29,월,False
2021-03-30,2095,2021,3,30,화,False
2021-03-31,3099,2021,3,31,수,False
2021-04-01,2460,2021,4,1,목,False
2021-04-02,2517,2021,4,2,금,False
2021-04-03,5021,2021,4,3,토,True
2021-04-04,4433,2021,4,4,일,True
2021-04-05,253,2021,4,5,월,False
2021-04-06,1725,2021,4,6,화,False
2021-04-07,2441,2021,4,7,수,False
2021-04-08,1632,2021,4,8,목,False
2021-04-09,1493,2021,4,9,금,False
2021-04-10,4547,2021,4,10,토,True
2021-04-11,3674,2021,4,11,일,True
2021-04-12,1454,2021,4,12,월,False
2021-04-13,1510,2021,4,13,화,False
2021-04-14,1633,2021,4,14,수,False
2021-04-15,1425,2021,4,15,목,False
2021-04-16,1600,2021,4,16,금,False
2021-04-17,4975,2021,4,17,토,True
2021-04-18,3634,2021,4,18,일,True
2021-04-19,1551,2021,4,19,월,False
2021-04-20,1682,2021,4,20,화,False
2021-04-21,1652,2021,4,21,수,False
2021-04-22,1687,2021,4,22,목,False
2021-04-23,1491,2021,4,23,금,False
2021-04-24,4645,2021,4,24,토,True
2021-04-25,4246,2021,4,25,일,True
2021-04-26,1442,2021,4,26,월,False
2021-04-27,1562,2021,4,27,화,False
2021-04-28,1714,2021,4,28,수,False
2021-04-29,2053,2021,4,29,목,False
2021-04-30,2147,2021,4,30,금,False
2021-05-01,5669,2021,5,1,토,True
2021-05-02,4399,2021,5,2,일,True
2021-05-03,2967,2021,5,3,월,False
2021-05-04,3107,2021,5,4,화,False
2021-05-05,18530,2021,5,5,수,False
2021-05-06,3693,2021,5,6,목,False
2021-05-07,2813,2021,5,7,금,False
2021-05-08,5248,2021,5,8,토,True
2021-05-09,4598,2021,5,9,일,True
2021-05-10,1563,2021,5,10,월,False
2021-05-11,3778,2021,5,11,화,False
2021-05-12,4080,2021,5,12,수,False
2021-05-13,1987,2021,5,13,목,False
2021-05-14,2264,2021,5,14,금,False
2021-05-15,7193,2021,5,15,토,True
2021-05-16,5887,2021,5,16,일,True
2021-05-17,2500,2021,5,17,월,False
2021-05-18,2966,2021,5,18,화,False
2021-05-19,7382,2021,5,19,수,False
2021-05-20,2831,2021,5,20,목,False
2021-05-21,2837,2021,5,21,금,False
2021-05-22,7896,2021,5,22,토,True
2021-05-23,5929,2021,5,23,일,True
2021-05-24,1888,2021,5,24,월,False
2021-05-25,2271,2021,5,25,화,False
2021-05-26,3998,2021,5,26,수,False
2021-05-27,2492,2021,5,27,목,False
2021-05-28,3207,2021,5,28,금,False
2021-05-29,7281,2021,5,29,토,True
2021-05-30,5996,2021,5,30,일,True
2021-05-31,1931,2021,5,31,월,False
2021-06-01,2158,2021,6,1,화,False
2021-06-02,2596,2021,6,2,수,False
2021-06-03,2394,2021,6,3,목,False
2021-06-04,2935,2021,6,4,금,False
2021-06-05,7065,2021,6,5,토,True
2021-06-06,5995,2021,6,6,일,True
2021-06-07,2273,2021,6,7,월,False
2021-06-08,2555,2021,6,8,화,False
2021-06-09,3014,2021,6,9,수,False
2021-06-10,2728,2021,6,10,목,False
2021-06-11,2798,2021,6,11,금,False
2021-06-12,7654,2021,6,12,토,True
2021-06-13,6135,2021,6,13,일,True
2021-06-14,2598,2021,6,14,월,False
2021-06-15,2683,2021,6,15,화,False
2021-06-16,3348,2021,6,16,수,False
2021-06-17,2745,2021,6,17,목,False
2021-06-18,3124,2021,6,18,금,False
2021-06-19,7752,2021,6,19,토,True
2021-06-20,6410,2021,6,20,일,True
2021-06-21,2664,2021,6,21,월,False
2021-06-22,3061,2021,6,22,화,False
2021-06-23,3345,2021,6,23,수,False
2021-06-24,2938,2021,6,24,목,False
2021-06-25,3353,2021,6,25,금,False
2021-06-26,8197,2021,6,26,토,True
2021-06-27,6396,2021,6,27,일,True
2021-06-28,2917,2021,6,28,월,False
2021-06-29,3035,2021,6,29,화,False
2021-06-30,5014,2021,6,30,수,False
2021-07-01,3465,2021,7,1,목,False
2021-07-02,2987,2021,7,2,금,False
2021-07-03,7789,2021,7,3,토,True
2021-07-04,6696,2021,7,4,일,True
2021-07-05,2616,2021,7,5,월,False
2021-07-06,2767,2021,7,6,화,False
2021-07-07,3026,2021,7,7,수,False
2021-07-08,2573,2021,7,8,목,False
2021-07-09,2484,2021,7,9,금,False
2021-07-10,5737,2021,7,10,토,True
2021-07-11,4975,2021,7,11,일,True
2021-07-12,2788,2021,7,12,월,False
2021-07-13,2146,2021,7,13,화,False
2021-07-14,2407,2021,7,14,수,False
2021-07-15,2106,2021,7,15,목,False
2021-07-16,2465,2021,7,16,금,False
2021-07-17,5711,2021,7,17,토,True
2021-07-18,5490,2021,7,18,일,True
2021-07-19,3329,2021,7,19,월,False
2021-07-20,3188,2021,7,20,화,False
2021-07-21,4087,2021,7,21,수,False
2021-07-22,4105,2021,7,22,목,False
2021-07-23,4391,2021,7,23,금,False
2021-07-24,7391,2021,7,24,토,True
2021-07-25,5915,2021,7,25,일,True
2021-07-26,5696,2021,7,26,월,False
2021-07-27,5266,2021,7,27,화,False
2021-07-28,6875,2021,7,28,수,False
2021-07-29,6498,2021,7,29,목,False
2021-07-30,6215,2021,7,30,금,False
2021-07-31,7852,2021,7,31,토,True
2021-08-01,6395,2021,8,1,일,True
2021-08-02,7002,2021,8,2,월,False
2021-08-03,7148,2021,8,3,화,False
2021-08-04,7265,2021,8,4,수,False
2021-08-05,6327,2021,8,5,목,False
2021-08-06,6506,2021,8,6,금,False
2021-08-07,8412,2021,8,7,토,True
2021-08-08,6541,2021,8,8,일,True
2021-08-09,5957,2021,8,9,월,False
2021-08-10,6114,2021,8,10,화,False
2021-08-11,6236,2021,8,11,수,False
2021-08-12,6291,2021,8,12,목,False
2021-08-13,5804,2021,8,13,금,False
2021-08-14,8393,2021,8,14,토,True
2021-08-15,6979,2021,8,15,일,True
2021-08-16,5416,2021,8,16,월,False
2021-08-17,5452,2021,8,17,화,False
2021-08-18,4368,2021,8,18,수,False
2021-08-19,4415,2021,8,19,목,False
2021-08-20,3530,2021,8,20,금,False
2021-08-21,6903,2021,8,21,토,True
2021-08-22,5419,2021,8,22,일,True
2021-08-23,3584,2021,8,23,월,False
2021-08-24,3107,2021,8,24,화,False
2021-08-25,3194,2021,8,25,수,False
2021-08-26,2945,2021,8,26,목,False
2021-08-27,2853,2021,8,27,금,False
2021-08-28,6884,2021,8,28,토,True
2021-08-29,5792,2021,8,29,일,True
2021-08-30,2414,2021,8,30,월,False
2021-08-31,2250,2021,8,31,화,False
2021-09-01,2519,2021,9,1,수,False
2021-09-02,2403,2021,9,2,목,False
2021-09-03,2712,2021,9,3,금,False
2021-09-04,6516,2021,9,4,토,True
2021-09-05,4952,2021,9,5,일,True
2021-09-06,2017,2021,9,6,월,False
2021-09-07,1942,2021,9,7,화,False
2021-09-08,2395,2021,9,8,수,False
2021-09-09,2001,2021,9,9,목,False
2021-09-10,2227,2021,9,10,금,False
2021-09-11,5866,2021,9,11,토,True
2021-09-12,5172,2021,9,12,일,True
2021-09-13,2314,2021,9,13,월,False
2021-09-14,2352,2021,9,14,화,False
2021-09-15,2720,2021,9,15,수,False
2021-09-16,2446,2021,9,16,목,False
2021-09-17,2752,2021,9,17,금,False
2021-09-18,6811,2021,9,18,토,True
2021-09-19,5861,2021,9,19,일,True
2021-09-20,5428,2021,9,20,월,False
2021-09-21,0,2021,9,21,화,False
2021-09-22,6821,2021,9,22,수,False
2021-09-23,3724,2021,9,23,목,False
2021-09-24,4039,2021,9,24,금,False
2021-09-25,7120,2021,9,25,토,True
2021-09-26,6044,2021,9,26,일,True
2021-09-27,1158,2021,9,27,월,False
2021-09-28,1373,2021,9,28,화,False
2021-09-29,1714,2021,9,29,수,False
2021-09-30,1593,2021,9,30,목,False
2021-10-01,1800,2021,10,1,금,False
2021-10-02,5580,2021,10,2,토,True
2021-10-03,4303,2021,10,3,일,True
2021-10-04,4023,2021,10,4,월,False
2021-10-05,1332,2021,10,5,화,False
2021-10-06,1658,2021,10,6,수,False
2021-10-07,1649,2021,10,7,목,False
2021-10-08,2256,2021,10,8,금,False
2021-10-09,5861,2021,10,9,토,True
2021-10-10,4245,2021,10,10,일,True
2021-10-11,4348,2021,10,11,월,False
2021-10-12,1813,2021,10,12,화,False
2021-10-13,1826,2021,10,13,수,False
2021-10-14,1534,2021,10,14,목,False
2021-10-15,2107,2021,10,15,금,False
2021-10-16,5578,2021,10,16,토,True
2021-10-17,4255,2021,10,17,일,True
2021-10-18,1602,2021,10,18,월,False
2021-10-19,1451,2021,10,19,화,False
2021-10-20,1842,2021,10,20,수,False
2021-10-21,1739,2021,10,21,목,False
2021-10-22,2323,2021,10,22,금,False
2021-10-23,5946,2021,10,23,토,True
2021-10-24,4058,2021,10,24,일,True
2021-10-25,1688,2021,10,25,월,False
2021-10-26,1888,2021,10,26,화,False
2021-10-27,1914,2021,10,27,수,False
2021-10-28,2204,2021,10,28,목,False
2021-10-29,2041,2021,10,29,금,False
2021-10-30,4834,2021,10,30,토,True
2021-10-31,3661,2021,10,31,일,True
2021-11-01,163,2021,11,1,월,False
2021-11-02,1668,2021,11,2,화,False
2021-11-03,1980,2021,11,3,수,False
2021-11-04,2150,2021,11,4,목,False
2021-11-05,2069,2021,11,5,금,False
2021-11-06,6305,2021,11,6,토,True
2021-11-07,5171,2021,11,7,일,True
2021-11-08,1693,2021,11,8,월,False
2021-11-09,5194,2021,11,9,화,False
2021-11-10,2113,2021,11,10,수,False
2021-11-11,2038,2021,11,11,목,False
2021-11-12,2978,2021,11,12,금,False
2021-11-13,7446,2021,11,13,토,True
2021-11-14,6278,2021,11,14,일,True
2021-11-15,2157,2021,11,15,월,False
2021-11-16,2000,2021,11,16,화,False
2021-11-17,3053,2021,11,17,수,False
2021-11-18,2412,2021,11,18,목,False
2021-11-19,2980,2021,11,19,금,False
2021-11-20,7365,2021,11,20,토,True
2021-11-21,5628,2021,11,21,일,True
2021-11-22,1849,2021,11,22,월,False
2021-11-23,2347,2021,11,23,화,False
2021-11-24,2606,2021,11,24,수,False
2021-11-25,2044,2021,11,25,목,False
2021-11-26,2708,2021,11,26,금,False
2021-11-27,7521,2021,11,27,토,True
2021-11-28,6810,2021,11,28,일,True
2021-11-29,1789,2021,11,29,월,False
2021-11-30,1851,2021,11,30,화,False
2021-12-01,2164,2021,12,1,수,False
2021-12-02,2367,2021,12,2,목,False
2021-12-03,2557,2021,12,3,금,False
2021-12-04,6772,2021,12,4,토,True
2021-12-05,5961,2021,12,5,일,True
2021-12-06,2077,2021,12,6,월,False
2021-12-07,2451,2021,12,7,화,False
2021-12-08,2912,2021,12,8,수,False
2021-12-09,2849,2021,12,9,목,False
2021-12-10,2687,2021,12,10,금,False
2021-12-11,7035,2021,12,11,토,True
2021-12-12,5863,2021,12,12,일,True
2021-12-13,1618,2021,12,13,월,False
2021-12-14,2531,2021,12,14,화,False
2021-12-15,2887,2021,12,15,수,False
2021-12-16,2658,2021,12,16,목,False
2021-12-17,2759,2021,12,17,금,False
2021-12-18,5947,2021,12,18,토,True
2021-12-19,5433,2021,12,19,일,True
2021-12-20,2205,2021,12,20,월,False
2021-12-21,2732,2021,12,21,화,False
2021-12-22,3445,2021,12,22,수,False
2021-12-23,3309,2021,12,23,목,False
2021-12-24,3826,2021,12,24,금,False
2021-12-25,6849,2021,12,25,토,True
2021-12-26,6561,2021,12,26,일,True
2021-12-27,3843,2021,12,27,월,False
2021-12-28,4802,2021,12,28,화,False
2021-12-29,5802,2021,12,29,수,False
2021-12-30,5142,2021,12,30,목,False
2021-12-31,5087,2021,12,31,금,False
2022-01-01,0,2022,1,1,토,True
2022-01-02,6810,2022,1,2,일,True
2022-01-03,3590,2022,1,3,월,False
2022-01-04,4059,2022,1,4,화,False
2022-01-05,4473,2022,1,5,수,False
2022-01-06,4334,2022,1,6,목,False
2022-01-07,4404,2022,1,7,금,False
2022-01-08,9444,2022,1,8,토,True
2022-01-09,8744,2022,1,9,일,True
2022-01-10,4350,2022,1,10,월,False
2022-01-11,5144,2022,1,11,화,False
2022-01-12,6021,2022,1,12,수,False
2022-01-13,5317,2022,1,13,목,False
2022-01-14,5269,2022,1,14,금,False
2022-01-15,9888,2022,1,15,토,True
2022-01-16,9821,2022,1,16,일,True
2022-01-17,4216,2022,1,17,월,False
2022-01-18,5751,2022,1,18,화,False
2022-01-19,5961,2022,1,19,수,False
2022-01-20,5952,2022,1,20,목,False
2022-01-21,6346,2022,1,21,금,False
2022-01-22,11853,2022,1,22,토,True
2022-01-23,11023,2022,1,23,일,True
2022-01-24,4756,2022,1,24,월,False
2022-01-25,5985,2022,1,25,화,False
2022-01-26,6990,2022,1,26,수,False
2022-01-27,4949,2022,1,27,목,False
2022-01-28,4976,2022,1,28,금,False
2022-01-29,9095,2022,1,29,토,True
2022-01-30,9533,2022,1,30,일,True
2022-01-31,10499,2022,1,31,월,False
2022-02-01,0,2022,2,1,화,False
2022-02-02,10070,2022,2,2,수,False
2022-02-03,4614,2022,2,3,목,False
2022-02-04,5881,2022,2,4,금,False
2022-02-05,9900,2022,2,5,토,True
2022-02-06,9214,2022,2,6,일,True
2022-02-07,3288,2022,2,7,월,False
2022-02-08,4560,2022,2,8,화,False
2022-02-09,4978,2022,2,9,수,False
2022-02-10,4596,2022,2,10,목,False
2022-02-11,5052,2022,2,11,금,False
2022-02-12,10037,2022,2,12,토,True
2022-02-13,8176,2022,2,13,일,True
2022-02-14,4051,2022,2,14,월,False
2022-02-15,4311,2022,2,15,화,False
2022-02-16,5046,2022,2,16,수,False
2022-02-17,3829,2022,2,17,목,False
2022-02-18,4720,2022,2,18,금,False
2022-02-19,8730,2022,2,19,토,True
2022-02-20,7737,2022,2,20,일,True
2022-02-21,4013,2022,2,21,월,False
2022-02-22,5167,2022,2,22,화,False
2022-02-23,6547,2022,2,23,수,False
2022-02-24,5101,2022,2,24,목,False
2022-02-25,6195,2022,2,25,금,False
2022-02-26,10794,2022,2,26,토,True
2022-02-27,10341,2022,2,27,일,True
2022-02-28,6290,2022,2,28,월,False
2022-03-01,9802,2022,3,1,화,False
2022-03-02,3787,2022,3,2,수,False
2022-03-03,3267,2022,3,3,목,False
2022-03-04,3879,2022,3,4,금,False
2022-03-05,9421,2022,3,5,토,True
2022-03-06,8830,2022,3,6,일,True
2022-03-07,1826,2022,3,7,월,False
2022-03-08,2023,2022,3,8,화,False
2022-03-09,5326,2022,3,9,수,False
2022-03-10,2032,2022,3,10,목,False
2022-03-11,3076,2022,3,11,금,False
2022-03-12,6616,2022,3,12,토,True
2022-03-13,6009,2022,3,13,일,True
2022-03-14,1861,2022,3,14,월,False
2022-03-15,2235,2022,3,15,화,False
2022-03-16,2875,2022,3,16,수,False
2022-03-17,2233,2022,3,17,목,False
2022-03-18,3159,2022,3,18,금,False
2022-03-19,8371,2022,3,19,토,True
2022-03-20,7625,2022,3,20,일,True
2022-03-21,2059,2022,3,21,월,False
2022-03-22,2154,2022,3,22,화,False
2022-03-23,2697,2022,3,23,수,False
2022-03-24,2405,2022,3,24,목,False
2022-03-25,2894,2022,3,25,금,False
2022-03-26,7603,2022,3,26,토,True
2022-03-27,7108,2022,3,27,일,True
2022-03-28,2357,2022,3,28,월,False
2022-03-29,2350,2022,3,29,화,False
2022-03-30,2894,2022,3,30,수,False
2022-03-31,2452,2022,3,31,목,False
2022-04-01,3149,2022,4,1,금,False
2022-04-02,8389,2022,4,2,토,True
2022-04-03,6763,2022,4,3,일,True
2022-04-04,350,2022,4,4,월,False
2022-04-05,2491,2022,4,5,화,False
2022-04-06,3264,2022,4,6,수,False
2022-04-07,2959,2022,4,7,목,False
2022-04-08,3111,2022,4,8,금,False
2022-04-09,8036,2022,4,9,토,True
2022-04-10,6649,2022,4,10,일,True
2022-04-11,2328,2022,4,11,월,False
2022-04-12,2397,2022,4,12,화,False
2022-04-13,3487,2022,4,13,수,False
2022-04-14,3712,2022,4,14,목,False
2022-04-15,4509,2022,4,15,금,False
2022-04-16,8946,2022,4,16,토,True
2022-04-17,7498,2022,4,17,일,True
2022-04-18,3590,2022,4,18,월,False
2022-04-19,2989,2022,4,19,화,False
2022-04-20,3979,2022,4,20,수,False
2022-04-21,3608,2022,4,21,목,False
2022-04-22,3522,2022,4,22,금,False
2022-04-23,9728,2022,4,23,토,True
2022-04-24,7195,2022,4,24,일,True
2022-04-25,2685,2022,4,25,월,False
2022-04-26,3588,2022,4,26,화,False
2022-04-27,4123,2022,4,27,수,False
